TrialNumber,happy,emotion2,emotion3,emotion4,emotion5,emotion6,SubjectID,PhotoTrialNumber,GambleTrialNumber,Task,Partner,Condition,PhotoFilename,Feedback,FeedbackWait,PhotoResponseTime,RiskyGain,CertainAmount,Outcome,ev_level,GambleResponseTime,GambleChoice,SelectedPrice,GambleKey,futuresharingRating
1,4.0,0.5,0.1,0.0,1.0,0.0,,,,,,,,,,,,,,,,,,,
,,,,,,,110,1.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_23.jpeg,did not like,3.613205605,2.254353667027317,,,,,,,,,
,,,,,,,110,2.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_5.jpeg,did not like,4.988446431,1.7339690410299227,,,,,,,,,
,,,,,,,110,3.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_9.jpeg,liked,3.470791822,1.4647888749605045,,,,,,,,,
,,,,,,,110,4.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_20.jpeg,did not like,3.820572462,1.1055131249595433,,,,,,,,,
,,,,,,,110,5.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_14.jpeg,liked,2.455989137,0.490747082978487,,,,,,,,,
,,,,,,,110,,1.0,Gamble,,,,,,,17.73,11.13,w,10.0,,999.0,999.0,999,
,,,,,,,110,,2.0,Gamble,,,,,,,13.45,5.27,w,6.0,1.3667857079999521,0.0,5.27,9,
,,,,,,,110,,3.0,Gamble,,,,,,,20.86,9.57,w,10.0,2.1287556670140475,1.0,20.86,1,
,,,,,,,110,,4.0,Gamble,,,,,,,12.85,5.57,w,6.0,1.8342007079627365,1.0,12.85,1,
,,,,,,,110,,5.0,Gamble,,,,,,,16.06,7.97,l,8.0,1.6105506669264287,0.0,7.97,9,
,,,,,,,110,6.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_11.jpeg,did not like,3.79605092,2.3082564590731636,,,,,,,,,
,,,,,,,110,7.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_30.jpeg,did not like,3.562416326,0.6766114999772981,,,,,,,,,
,,,,,,,110,8.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_22.jpeg,did not like,2.843822497,0.9792897499864921,,,,,,,,,
,,,,,,,110,9.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_27.jpeg,liked,3.546495948,0.7853056660387665,,,,,,,,,
,,,,,,,110,10.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_13.jpeg,did not like,1.672012706,1.238527667010203,,,,,,,,,
,,,,,,,110,,6.0,Gamble,,,,,,,20.03,1.99,l,6.0,1.6816926670726389,0.0,1.99,9,
,,,,,,,110,,7.0,Gamble,,,,,,,14.21,4.89,l,6.0,1.359088541008532,1.0,14.21,1,
,,,,,,,110,,8.0,Gamble,,,,,,,10.84,6.58,l,6.0,1.3490627919090912,1.0,10.84,1,
,,,,,,,110,,9.0,Gamble,,,,,,,11.2,6.4,w,6.0,1.669422083068639,0.0,6.4,9,
,,,,,,,110,,10.0,Gamble,,,,,,,18.25,10.88,w,10.0,1.692157541983761,0.0,10.88,9,
,,,,,,,110,11.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_24.jpeg,did not like,4.942172136,0.9293706249445677,,,,,,,,,
,,,,,,,110,12.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_29.jpeg,liked,2.50187214,0.9239862919785082,,,,,,,,,
,,,,,,,110,13.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_16.jpeg,did not like,2.071164779,0.9140824999194592,,,,,,,,,
,,,,,,,110,14.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_12.jpeg,did not like,5.336503566,0.8706524160224944,,,,,,,,,
,,,,,,,110,15.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_19.jpeg,did not like,2.642157193,0.6202048331033438,,,,,,,,,
,,,,,,,110,,11.0,Gamble,,,,,,,15.32,8.34,l,8.0,1.6666861249832436,0.0,8.34,9,
,,,,,,,110,,12.0,Gamble,,,,,,,21.33,5.33,l,8.0,1.7826707910280675,1.0,21.33,1,
,,,,,,,110,,13.0,Gamble,,,,,,,22.81,8.59,l,10.0,1.7791332500055432,1.0,22.81,1,
,,,,,,,110,,14.0,Gamble,,,,,,,16.8,3.6,l,6.0,1.765253582969308,1.0,16.8,1,
,,,,,,,110,,15.0,Gamble,,,,,,,12.27,5.87,w,6.0,1.4390274999896064,0.0,5.87,9,
MidEmotion_Block1,3.9,1.0,0.3,0.0,0.7,0.0,110,,,,,,,,,,,,,,,,,,
,,,,,,,110,16.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_28.jpeg,liked,4.456234322,1.0015091670211405,,,,,,,,,
,,,,,,,110,17.0,,PhotoShare,Riley,Rej,Participant_Images/110/110_Images/110_Image_10.jpeg,did not like,4.438512181,0.8652468340005726,,,,,,,,,
