TrialNumber,happy,emotion2,emotion3,emotion4,emotion5,emotion6,SubjectID,PhotoTrialNumber,GambleTrialNumber,Task,Partner,Condition,PhotoFilename,Feedback,FeedbackWait,PhotoResponseTime,RiskyGain,CertainAmount,Outcome,ev_level,GambleResponseTime,GambleChoice,SelectedPrice,GambleKey,futuresharingRating
1,4.0,1.0,2.0,1.0,2.0,1.5,,,,,,,,,,,,,,,,,,,
,,,,,,,108,1.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_22.jpeg,liked,3.613205605,2.382300459081307,,,,,,,,,
,,,,,,,108,2.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_9.jpeg,did not like,4.988446431,1.998230000026524,,,,,,,,,
,,,,,,,108,3.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_2.jpeg,liked,3.470791822,1.3595052079763263,,,,,,,,,
,,,,,,,108,4.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_26.jpeg,liked,3.820572462,1.1861812910065055,,,,,,,,,
,,,,,,,108,5.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_18.jpeg,liked,2.455989137,1.413979041040875,,,,,,,,,
,,,,,,,108,,1.0,Gamble,,,,,,,12.27,5.87,l,6.0,2.3813370829448104,1.0,12.27,1,
,,,,,,,108,,2.0,Gamble,,,,,,,20.86,9.57,l,10.0,2.6754622500156984,1.0,20.86,1,
,,,,,,,108,,3.0,Gamble,,,,,,,18.59,6.71,w,8.0,2.365986084099859,0.0,6.71,9,
,,,,,,,108,,4.0,Gamble,,,,,,,29.55,5.22,w,10.0,1.3571136250393465,1.0,29.55,1,
,,,,,,,108,,5.0,Gamble,,,,,,,11.2,6.4,l,6.0,1.6150599590037018,1.0,11.2,1,
,,,,,,,108,6.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_23.jpeg,liked,3.79605092,1.5488532079616562,,,,,,,,,
,,,,,,,108,7.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_25.jpeg,liked,3.562416326,1.1044442909769714,,,,,,,,,
,,,,,,,108,8.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_28.jpeg,liked,2.843822497,1.6269554580794647,,,,,,,,,
,,,,,,,108,9.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_15.jpeg,did not like,3.546495948,1.6594175409991294,,,,,,,,,
,,,,,,,108,10.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_14.jpeg,liked,1.672012706,2.038601916981861,,,,,,,,,
,,,,,,,108,,6.0,Gamble,,,,,,,16.8,3.6,w,6.0,1.6280864159343764,1.0,16.8,1,
,,,,,,,108,,7.0,Gamble,,,,,,,13.45,5.27,w,6.0,1.8345021249260753,1.0,13.45,1,
,,,,,,,108,,8.0,Gamble,,,,,,,14.21,4.89,l,6.0,1.4086267079692334,1.0,14.21,1,
,,,,,,,108,,9.0,Gamble,,,,,,,19.73,10.13,l,10.0,2.0416952919913456,1.0,19.73,1,
,,,,,,,108,,10.0,Gamble,,,,,,,18.25,10.88,l,10.0,1.6790318749845028,1.0,18.25,1,
,,,,,,,108,11.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_29.jpeg,did not like,4.942172136,1.284264957997948,,,,,,,,,
,,,,,,,108,12.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_4.jpeg,liked,2.50187214,2.3127892919583246,,,,,,,,,
,,,,,,,108,13.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_8.jpeg,liked,2.071164779,1.9123205000068992,,,,,,,,,
,,,,,,,108,14.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_21.jpeg,liked,5.336503566,1.240229208022356,,,,,,,,,
,,,,,,,108,15.0,,PhotoShare,Riley,Acc,Participant_Images/108/108_Images/108_Image_20.jpeg,liked,2.642157193,2.033260958036408,,,,,,,,,
,,,,,,,108,,11.0,Gamble,,,,,,,15.19,4.41,l,6.0,2.491652249940671,1.0,15.19,1,
,,,,,,,108,,12.0,Gamble,,,,,,,21.73,9.14,l,10.0,1.7079726660158485,1.0,21.73,1,
,,,,,,,108,,13.0,Gamble,,,,,,,12.85,5.57,w,6.0,1.7785964580252767,0.0,5.57,9,
,,,,,,,108,,14.0,Gamble,,,,,,,20.03,1.99,w,6.0,1.8765417089452967,0.0,1.99,9,
,,,,,,,108,,15.0,Gamble,,,,,,,10.84,6.58,w,6.0,2.1383980830432847,0.0,6.58,9,
MidEmotion_Block1,4.0,1.0,2.0,1.5,1.5,1.0,108,,,,,,,,,,,,,,,,,,
